School Code,School Year,District Code,District Name,County,School Name,TYPE,INDEX,2016 INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
3625,2019-20,17210,Federal Way School District,King,Nautilus K-8 School,Elementary Middle,79.4,74.6,577,1,70,63,32,161,99,151,0.2%,12.1%,10.9%,5.5%,27.9%,17.2%,26.2%
4573,2019-20,31016,Arlington School District,Snohomish,Pioneer Elementary (Arlington),Elementary,44.6,40.8,578,3,7,3,1,417,60,87,0.5%,1.2%,0.5%,0.2%,72.1%,10.4%,15.1%
3974,2019-20,17001,Seattle School District #1,King,Thornton Creek Elementary School,Elementary,49.3,43,580,1,35,12,0,398,96,38,0.2%,6.0%,2.1%,0.0%,68.6%,16.6%,6.6%
3582,2019-20,17210,Federal Way School District,King,Valhalla Elementary School,Elementary,69,71.6,580,1,50,58,19,115,50,287,0.2%,8.6%,10.0%,3.3%,19.8%,8.6%,49.5%
4154,2019-20,31016,Arlington School District,Snohomish,Presidents Elementary,Elementary,37.5,39.6,582,3,3,2,1,452,58,63,0.5%,0.5%,0.3%,0.2%,77.7%,10.0%,10.8%
2372,2019-20,17001,Seattle School District #1,King,Bryant Elementary School,Elementary,48.8,38.9,582,2,56,9,0,403,85,27,0.3%,9.6%,1.5%,0.0%,69.2%,14.6%,4.6%
4397,2019-20,17410,Snoqualmie Valley School District,King,Chief Kanim Middle School,Middle,45.9,33.3,585,0,77,2,1,419,46,40,0.0%,13.2%,0.3%,0.2%,71.6%,7.9%,6.8%
4354,2019-20,17414,Lake Washington School District,King,Mcauliffe Elementary,Elementary,61.5,59.4,585,0,266,7,0,242,37,33,0.0%,45.5%,1.2%,0.0%,41.4%,6.3%,5.6%
2418,2019-20,17401,Highline School District,King,Des Moines Elementary,Elementary,77.2,74.3,585,2,79,93,17,177,46,171,0.3%,13.5%,15.9%,2.9%,30.3%,7.9%,29.2%
4342,2019-20,31006,Mukilteo School District,Snohomish,Columbia Elementary,Elementary,70,68.6,586,0,93,28,3,276,88,98,0.0%,15.9%,4.8%,0.5%,47.1%,15.0%,16.7%
3522,2019-20,17405,Bellevue School District,King,International School,Middle High,63.2,60.5,587,1,284,8,0,205,55,34,0.2%,48.4%,1.4%,0.0%,34.9%,9.4%,5.8%
4493,2019-20,17411,Issaquah School District,King,Endeavour Elementary School (Issaquah),Elementary,63.5,60.6,588,2,210,5,1,279,51,40,0.3%,35.7%,0.9%,0.2%,47.4%,8.7%,6.8%
3060,2019-20,31103,Monroe School District,Snohomish,Frank Wagner Elementary,Elementary,54.2,60.2,588,0,10,8,1,212,21,336,0.0%,1.7%,1.4%,0.2%,36.1%,3.6%,57.1%
4241,2019-20,31201,Snohomish School District,Snohomish,Dutch Hill Elementary,Elementary,28.7,25.4,589,5,6,2,1,494,33,48,0.8%,1.0%,0.3%,0.2%,83.9%,5.6%,8.1%
3097,2019-20,17401,Highline School District,King,Marvista Elementary,Elementary,69.3,66.5,589,4,30,84,10,282,51,128,0.7%,5.1%,14.3%,1.7%,47.9%,8.7%,21.7%
2811,2019-20,31002,Everett School District,Snohomish,Lowell Elementary (Everett),Elementary,67,68,589,3,36,35,6,276,51,182,0.5%,6.1%,5.9%,1.0%,46.9%,8.7%,30.9%
3304,2019-20,31015,Edmonds School District,Snohomish,Cedar Way Elementary,Elementary,73.8,70,589,3,67,86,4,250,73,106,0.5%,11.4%,14.6%,0.7%,42.4%,12.4%,18.0%
3753,2019-20,31004,Lake Stevens School District,Snohomish,Sunnycrest Elementary School (Lake Stevens),Elementary,46.8,49,590,4,24,10,1,419,57,75,0.7%,4.1%,1.7%,0.2%,71.0%,9.7%,12.7%
5566,2019-20,17001,Seattle School District #1,King,Lincoln High School,High,49.2,#N/A,590,0,48,19,2,410,55,56,0.0%,8.1%,3.2%,0.3%,69.5%,9.3%,9.5%
5082,2019-20,17408,Auburn School District,King,Arthur Jacobsen Elementary,Elementary,74.3,69.8,591,0,100,48,7,224,58,154,0.0%,16.9%,8.1%,1.2%,37.9%,9.8%,26.1%
5029,2019-20,17210,Federal Way School District,King,Sequoyah Middle School,Middle,79.5,77.5,591,3,64,110,23,147,80,164,0.5%,10.8%,18.6%,3.9%,24.9%,13.5%,27.7%
3233,2019-20,17415,Kent School District,King,Meridian Middle School,Middle,78.8,78,591,0,160,82,19,143,53,134,0.0%,27.1%,13.9%,3.2%,24.2%,9.0%,22.7%
4347,2019-20,17408,Auburn School District,King,Hazelwood Elementary School (Auburn),Elementary,69.7,63,592,6,73,34,6,265,42,166,1.0%,12.3%,5.7%,1.0%,44.8%,7.1%,28.0%
2730,2019-20,17001,Seattle School District #1,King,Arbor Heights Elementary School,Elementary,57.6,60.2,593,2,34,23,2,365,96,71,0.3%,5.7%,3.9%,0.3%,61.6%,16.2%,12.0%
4300,2019-20,17411,Issaquah School District,King,Challenger Elementary (Issaquah),Elementary,66.7,64.1,594,0,215,8,1,254,60,56,0.0%,36.2%,1.3%,0.2%,42.8%,10.1%,9.4%
4391,2019-20,31004,Lake Stevens School District,Snohomish,Glenwood Elementary,Elementary,45.4,34.7,595,0,33,9,4,430,60,59,0.0%,5.5%,1.5%,0.7%,72.3%,10.1%,9.9%
3105,2019-20,17417,Northshore School District,King,Crystal Springs Elementary,Elementary,71.3,71.1,595,0,170,18,0,239,61,107,0.0%,28.6%,3.0%,0.0%,40.2%,10.3%,18.0%
4581,2019-20,17415,Kent School District,King,Millennium Elementary School,Elementary,78.8,77.1,595,1,132,84,22,157,47,152,0.2%,22.2%,14.1%,3.7%,26.4%,7.9%,25.5%
4218,2019-20,17001,Seattle School District #1,King,South Shore PK-8 School,Elementary Middle,72.1,71.3,596,2,119,266,5,65,78,61,0.3%,20.0%,44.6%,0.8%,10.9%,13.1%,10.2%
4485,2019-20,17415,Kent School District,King,Northwood Middle School,Middle,75.4,73,598,0,137,53,6,224,79,99,0.0%,22.9%,8.9%,1.0%,37.5%,13.2%,16.6%
4164,2019-20,31006,Mukilteo School District,Snohomish,Mukilteo Elementary,Elementary,59.5,54.6,601,2,74,24,1,361,80,59,0.3%,12.3%,4.0%,0.2%,60.1%,13.3%,9.8%
3922,2019-20,17414,Lake Washington School District,King,Kamiakin Middle School,Middle,70.7,67.9,603,4,135,15,1,265,70,113,0.7%,22.4%,2.5%,0.2%,43.9%,11.6%,18.7%
5265,2019-20,17414,Lake Washington School District,King,Tesla STEM High School,High,53.8,59.3,604,0,367,3,1,180,33,20,0.0%,60.8%,0.5%,0.2%,29.8%,5.5%,3.3%
4064,2019-20,17001,Seattle School District #1,King,Washington Middle School,Middle,75.8,74.3,606,1,101,137,4,224,78,61,0.2%,16.7%,22.6%,0.7%,37.0%,12.9%,10.1%
3439,2019-20,17408,Auburn School District,King,Chinook Elementary School,Elementary,76.3,73.5,606,62,30,27,45,108,89,245,10.2%,5.0%,4.5%,7.4%,17.8%,14.7%,40.4%
3485,2019-20,17403,Renton School District,King,Hazelwood Elementary School (Renton),Elementary,70.6,67.5,607,3,140,22,1,272,91,78,0.5%,23.1%,3.6%,0.2%,44.8%,15.0%,12.9%
3463,2019-20,31015,Edmonds School District,Snohomish,Madrona Nongraded,Other,60.7,57.7,608,1,75,26,0,358,78,70,0.2%,12.3%,4.3%,0.0%,58.9%,12.8%,11.5%
5511,2019-20,17414,Lake Washington School District,King,Clara Barton Elementary School,Elementary,65.1,#N/A,610,0,310,28,0,159,31,82,0.0%,50.8%,4.6%,0.0%,26.1%,5.1%,13.4%
3608,2019-20,31015,Edmonds School District,Snohomish,Oak Heights Elementary,Elementary,71.1,67.5,611,2,102,48,3,277,54,125,0.3%,16.7%,7.9%,0.5%,45.3%,8.8%,20.5%
3184,2019-20,31002,Everett School District,Snohomish,Emerson Elementary School (Everett),Elementary,71.7,69.7,612,5,58,36,10,219,62,222,0.8%,9.5%,5.9%,1.6%,35.8%,10.1%,36.3%
4303,2019-20,31006,Mukilteo School District,Snohomish,Challenger Elementary (Mukilteo),Elementary,71.3,69.7,612,4,40,54,7,181,71,255,0.7%,6.5%,8.8%,1.1%,29.6%,11.6%,41.7%
5489,2019-20,17409,Tahoma School District,King,Cedar River Elementary,Elementary,48.9,#N/A,613,0,44,15,5,427,61,61,0.0%,7.2%,2.4%,0.8%,69.7%,10.0%,10.0%
3389,2019-20,17415,Kent School District,King,Scenic Hill Elementary School,Elementary,75.6,70.4,613,6,62,80,19,138,69,239,1.0%,10.1%,13.1%,3.1%,22.5%,11.3%,39.0%
3746,2019-20,17411,Issaquah School District,King,Apollo Elementary,Elementary,69.2,65.6,614,1,211,11,1,246,57,87,0.2%,34.4%,1.8%,0.2%,40.1%,9.3%,14.2%
3121,2019-20,31006,Mukilteo School District,Snohomish,Olivia Park Elementary,Elementary,73.5,69.1,614,2,77,59,8,185,52,231,0.3%,12.5%,9.6%,1.3%,30.1%,8.5%,37.6%
2545,2019-20,31002,Everett School District,Snohomish,Silver Lake Elementary (Everett),Elementary,72.4,68,615,0,83,40,15,253,54,170,0.0%,13.5%,6.5%,2.4%,41.1%,8.8%,27.6%
5450,2019-20,31006,Mukilteo School District,Snohomish,Lake Stickney Elementary School,Elementary,75.4,#N/A,616,3,121,79,2,231,51,129,0.5%,19.6%,12.8%,0.3%,37.5%,8.3%,20.9%
3344,2019-20,17417,Northshore School District,King,Maywood Hills Elementary,Elementary,59.9,57.7,617,1,96,14,0,365,71,70,0.2%,15.6%,2.3%,0.0%,59.2%,11.5%,11.3%
4592,2019-20,17411,Issaquah School District,King,Newcastle Elementary School,Elementary,69.8,65.8,617,1,227,21,0,231,78,59,0.2%,36.8%,3.4%,0.0%,37.4%,12.6%,9.6%
2308,2019-20,17414,Lake Washington School District,King,Kirkland Middle School,Middle,51.4,40.6,618,1,78,19,0,417,46,57,0.2%,12.6%,3.1%,0.0%,67.5%,7.4%,9.2%
5477,2019-20,31004,Lake Stevens School District,Snohomish,Stevens Creek Elementary,Elementary,55.4,#N/A,619,0,23,24,1,387,52,132,0.0%,3.7%,3.9%,0.2%,62.5%,8.4%,21.3%
2326,2019-20,17408,Auburn School District,King,Washington Elementary School,Elementary,76.5,72.8,623,0,31,58,64,160,88,222,0.0%,5.0%,9.3%,10.3%,25.7%,14.1%,35.6%
2209,2019-20,17001,Seattle School District #1,King,Broadview-Thomson K-8 School,Elementary Middle,77.6,76.8,624,3,60,158,1,172,78,152,0.5%,9.6%,25.3%,0.2%,27.6%,12.5%,24.4%
4355,2019-20,17417,Northshore School District,King,Frank Love Elementary,Elementary,65.4,58.8,626,0,176,17,0,311,55,67,0.0%,28.1%,2.7%,0.0%,49.7%,8.8%,10.7%
3673,2019-20,17411,Issaquah School District,King,Issaquah Valley Elementary,Elementary,59.7,56.6,627,1,83,13,0,371,58,101,0.2%,13.2%,2.1%,0.0%,59.2%,9.3%,16.1%
2838,2019-20,17001,Seattle School District #1,King,Catharine Blaine K-8 School,Elementary Middle,44.4,41.9,629,1,37,6,0,458,83,44,0.2%,5.9%,1.0%,0.0%,72.8%,13.2%,7.0%
3669,2019-20,17408,Auburn School District,King,Gildo Rey Elementary School,Elementary,65.2,60.1,629,2,32,31,54,132,41,337,0.3%,5.1%,4.9%,8.6%,21.0%,6.5%,53.6%
1966,2019-20,31015,Edmonds School District,Snohomish,Edmonds Heights K-12,Elementary Middle High,50,51.9,632,4,42,6,0,432,85,63,0.6%,6.6%,0.9%,0.0%,68.4%,13.4%,10.0%
4392,2019-20,31004,Lake Stevens School District,Snohomish,Skyline Elementary,Elementary,59.5,48.3,633,2,38,13,3,369,66,142,0.3%,6.0%,2.1%,0.5%,58.3%,10.4%,22.4%
5473,2019-20,17210,Federal Way School District,King,Technology Access Foundation Academy at Saghalie,Middle High,78.2,#N/A,634,6,75,82,36,134,78,223,0.9%,11.8%,12.9%,5.7%,21.1%,12.3%,35.2%
3277,2019-20,17001,Seattle School District #1,King,Whitman Middle School,Middle,50.2,59.6,636,5,21,23,2,435,79,71,0.8%,3.3%,3.6%,0.3%,68.4%,12.4%,11.2%
4184,2019-20,31201,Snohomish School District,Snohomish,Seattle Hill Elementary,Elementary,56,48.1,636,1,63,6,1,400,96,69,0.2%,9.9%,0.9%,0.2%,62.9%,15.1%,10.8%
3941,2019-20,17414,Lake Washington School District,King,Kirk Elementary,Elementary,57.8,39.6,636,0,101,10,1,388,88,48,0.0%,15.9%,1.6%,0.2%,61.0%,13.8%,7.5%
3280,2019-20,17403,Renton School District,King,Dimmitt Middle School,Middle,76.6,76.6,636,6,182,170,14,50,47,167,0.9%,28.6%,26.7%,2.2%,7.9%,7.4%,26.3%
2597,2019-20,17403,Renton School District,King,Kennydale Elementary School,Elementary,76.3,73.4,637,0,158,58,1,211,77,132,0.0%,24.8%,9.1%,0.2%,33.1%,12.1%,20.7%
2564,2019-20,17406,Tukwila School District,King,Showalter Middle School,Middle,75.5,75.5,639,7,158,105,28,61,39,241,1.1%,24.7%,16.4%,4.4%,9.5%,6.1%,37.7%
5010,2019-20,31016,Arlington School District,Snohomish,Haller Middle School,Middle,46.6,40.2,642,11,10,8,0,454,56,103,1.7%,1.6%,1.2%,0.0%,70.7%,8.7%,16.0%
3390,2019-20,17417,Northshore School District,King,Lockwood Elementary,Elementary,63.1,55.8,646,0,155,12,0,348,70,61,0.0%,24.0%,1.9%,0.0%,53.9%,10.8%,9.4%
4148,2019-20,17414,Lake Washington School District,King,Evergreen Middle School (Lake Washington),Middle,62.5,61.3,647,1,317,7,0,227,37,58,0.2%,49.0%,1.1%,0.0%,35.1%,5.7%,9.0%
5053,2019-20,17414,Lake Washington School District,King,Rosa Parks Elementary,Elementary,58.5,62,650,3,363,15,1,203,32,33,0.5%,55.8%,2.3%,0.2%,31.2%,4.9%,5.1%
3429,2019-20,17001,Seattle School District #1,King,Schmitz Park Elementary School,Elementary,41.8,40.7,651,1,19,9,0,485,98,38,0.2%,2.9%,1.4%,0.0%,74.5%,15.1%,5.8%
2289,2019-20,17414,Lake Washington School District,King,Redmond Elementary,Elementary,66.3,70.5,651,3,311,19,1,195,47,75,0.5%,47.8%,2.9%,0.2%,30.0%,7.2%,11.5%
3228,2019-20,17411,Issaquah School District,King,Sunset Elementary,Elementary,64.6,54.7,652,1,160,22,5,342,63,59,0.2%,24.5%,3.4%,0.8%,52.5%,9.7%,9.0%
3893,2019-20,31306,Lakewood School District,Snohomish,Lakewood Middle School,Middle,57.5,#N/A,653,6,7,14,10,394,89,133,0.9%,1.1%,2.1%,1.5%,60.3%,13.6%,20.4%
3742,2019-20,17405,Bellevue School District,King,Cherry Crest Elementary School,Elementary,53.4,59.2,654,1,403,6,0,187,36,21,0.2%,61.6%,0.9%,0.0%,28.6%,5.5%,3.2%
5570,2019-20,31002,Everett School District,Snohomish,Tambark Creek Elementary School,Elementary,58.7,#N/A,655,0,361,10,4,210,24,46,0.0%,55.1%,1.5%,0.6%,32.1%,3.7%,7.0%
3388,2019-20,17415,Kent School District,King,Covington Elementary School,Elementary,72.2,69.7,657,3,111,59,9,289,53,133,0.5%,16.9%,9.0%,1.4%,44.0%,8.1%,20.2%
3774,2019-20,17001,Seattle School District #1,King,Aki Kurose Middle School,Middle,75.2,69.5,657,3,218,199,15,43,61,118,0.5%,33.2%,30.3%,2.3%,6.5%,9.3%,18.0%
3441,2019-20,17414,Lake Washington School District,King,Twain Elementary,Elementary,67.2,59.1,659,3,150,13,3,326,72,92,0.5%,22.8%,2.0%,0.5%,49.5%,10.9%,14.0%
3387,2019-20,17412,Shoreline School District,King,Kellogg Middle School,Middle,66.5,67.3,662,3,66,52,3,349,98,91,0.5%,10.0%,7.9%,0.5%,52.7%,14.8%,13.7%
5051,2019-20,17408,Auburn School District,King,Lakeland Hills Elementary,Elementary,72.9,65.9,662,4,96,44,6,286,102,124,0.6%,14.5%,6.6%,0.9%,43.2%,15.4%,18.7%
4344,2019-20,31006,Mukilteo School District,Snohomish,Horizon Elementary (Mukilteo),Elementary,63.2,57.3,663,0,8,44,13,156,84,358,0.0%,1.2%,6.6%,2.0%,23.5%,12.7%,54.0%
4294,2019-20,17415,Kent School District,King,Martin Sortun Elementary School,Elementary,76.4,75.9,664,0,238,114,9,139,53,111,0.0%,35.8%,17.2%,1.4%,20.9%,8.0%,16.7%
5100,2019-20,31201,Snohomish School District,Snohomish,Little Cedars Elementary School,Elementary,49.8,44.7,666,8,71,17,1,459,38,72,1.2%,10.7%,2.6%,0.2%,68.9%,5.7%,10.8%
4096,2019-20,17414,Lake Washington School District,King,Mead Elementary,Elementary,61.6,56.5,667,4,243,14,1,330,37,38,0.6%,36.4%,2.1%,0.1%,49.5%,5.5%,5.7%
3789,2019-20,17405,Bellevue School District,King,Somerset Elementary School,Elementary,42.3,47.8,670,1,497,2,1,96,47,26,0.1%,74.2%,0.3%,0.1%,14.3%,7.0%,3.9%
3124,2019-20,31016,Arlington School District,Snohomish,Post Middle School,Middle,42.9,33.9,671,6,6,2,2,493,60,102,0.9%,0.9%,0.3%,0.3%,73.5%,8.9%,15.2%
4440,2019-20,17415,Kent School District,King,Cedar Heights Middle School,Middle,69.5,61.5,672,4,73,57,10,325,64,139,0.6%,10.9%,8.5%,1.5%,48.4%,9.5%,20.7%
1796,2019-20,17001,Seattle School District #1,King,Salmon Bay K-8 School,Elementary Middle,42.5,40.2,675,1,29,15,1,502,86,41,0.1%,4.3%,2.2%,0.1%,74.4%,12.7%,6.1%
3701,2019-20,17210,Federal Way School District,King,Kilo Middle School,Middle,73.7,72.9,676,1,77,70,14,203,57,254,0.1%,11.4%,10.4%,2.1%,30.0%,8.4%,37.6%
4302,2019-20,17414,Lake Washington School District,King,Smith Elementary,Elementary,55.1,60.1,676,2,403,3,0,201,31,36,0.3%,59.6%,0.4%,0.0%,29.7%,4.6%,5.3%
3590,2019-20,17414,Lake Washington School District,King,Finn Hill Middle School,Middle,55.9,51.6,677,0,57,17,2,428,74,99,0.0%,8.4%,2.5%,0.3%,63.2%,10.9%,14.6%
2927,2019-20,17401,Highline School District,King,Sylvester Middle School,Middle,73.3,71.7,677,3,87,51,26,276,54,180,0.4%,12.9%,7.5%,3.8%,40.8%,8.0%,26.6%
5091,2019-20,31002,Everett School District,Snohomish,Forest View Elementary School,Elementary,65.4,53.9,678,3,212,8,1,325,58,71,0.4%,31.3%,1.2%,0.1%,47.9%,8.6%,10.5%
5178,2019-20,17415,Kent School District,King,Panther Lake Elementary School (Kent),Elementary,79.9,78.3,678,0,162,127,24,137,66,162,0.0%,23.9%,18.7%,3.5%,20.2%,9.7%,23.9%
3650,2019-20,31015,Edmonds School District,Snohomish,Brier Terrace Middle School,Middle,69.7,63.2,680,2,109,43,6,328,86,106,0.3%,16.0%,6.3%,0.9%,48.2%,12.6%,15.6%
4455,2019-20,17417,Northshore School District,King,Kokanee Elementary,Elementary,62.7,64.4,680,2,333,16,0,239,49,41,0.3%,49.0%,2.4%,0.0%,35.1%,7.2%,6.0%
2639,2019-20,17401,Highline School District,King,White Center Heights Elementary,Elementary,75.5,75.2,680,9,176,209,13,69,22,182,1.3%,25.9%,30.7%,1.9%,10.1%,3.2%,26.8%
3703,2019-20,17414,Lake Washington School District,King,Rush Elementary,Elementary,57.9,64,681,1,391,8,1,197,48,35,0.1%,57.4%,1.2%,0.1%,28.9%,7.0%,5.1%
3525,2019-20,17408,Auburn School District,King,Lea Hill Elementary School,Elementary,78.3,74.9,682,2,90,139,35,235,74,107,0.3%,13.2%,20.4%,5.1%,34.5%,10.9%,15.7%
3825,2019-20,17408,Auburn School District,King,Alpac Elementary School,Elementary,72.2,68,686,3,86,22,12,264,84,215,0.4%,12.5%,3.2%,1.7%,38.5%,12.2%,31.3%
4145,2019-20,31201,Snohomish School District,Snohomish,Valley View Middle School,Middle,46.1,41.1,689,1,53,11,0,494,48,82,0.1%,7.7%,1.6%,0.0%,71.7%,7.0%,11.9%
4127,2019-20,17415,Kent School District,King,Mattson Middle School,Middle,71,68.1,689,2,106,47,8,315,69,142,0.3%,15.4%,6.8%,1.2%,45.7%,10.0%,20.6%
4304,2019-20,31006,Mukilteo School District,Snohomish,Discovery Elementary (Mukilteo),Elementary,70.2,70,691,2,58,42,5,230,73,281,0.3%,8.4%,6.1%,0.7%,33.3%,10.6%,40.7%
4417,2019-20,17408,Auburn School District,King,Ilalko Elementary School,Elementary,74.4,72.2,696,2,71,37,37,254,83,212,0.3%,10.2%,5.3%,5.3%,36.5%,11.9%,30.5%
4420,2019-20,17415,Kent School District,King,Sunrise Elementary School (Kent),Elementary,75.6,74.8,696,0,225,75,18,221,92,65,0.0%,32.3%,10.8%,2.6%,31.8%,13.2%,9.3%
3634,2019-20,17405,Bellevue School District,King,Spiritridge Elementary School,Elementary,63.8,62.5,696,1,348,27,2,220,59,39,0.1%,50.0%,3.9%,0.3%,31.6%,8.5%,5.6%
3408,2019-20,31004,Lake Stevens School District,Snohomish,Lake Stevens Middle School,Middle,52.7,49.4,697,2,29,15,4,458,71,118,0.3%,4.2%,2.2%,0.6%,65.7%,10.2%,16.9%
4316,2019-20,31002,Everett School District,Snohomish,Mill Creek Elementary,Elementary,63.3,60.9,697,1,137,22,3,384,65,85,0.1%,19.7%,3.2%,0.4%,55.1%,9.3%,12.2%
3100,2019-20,17405,Bellevue School District,King,Stevenson Elementary,Elementary,63,63.5,697,1,345,35,3,55,21,237,0.1%,49.5%,5.0%,0.4%,7.9%,3.0%,34.0%
4530,2019-20,31002,Everett School District,Snohomish,Penny Creek Elementary,Elementary,68.4,59.9,699,1,170,37,3,335,68,85,0.1%,24.3%,5.3%,0.4%,47.9%,9.7%,12.2%
5313,2019-20,17403,Renton School District,King,Meadow Crest Early Childhood Education Center,Other,78.3,79.1,699,5,158,91,7,141,82,215,0.7%,22.6%,13.0%,1.0%,20.2%,11.7%,30.8%
3442,2019-20,17417,Northshore School District,King,Moorlands Elementary,Elementary,54.1,48.9,704,0,141,15,1,450,47,50,0.0%,20.0%,2.1%,0.1%,63.9%,6.7%,7.1%
4382,2019-20,31002,Everett School District,Snohomish,Cedar Wood Elementary,Elementary,69.1,60.5,704,2,254,27,0,278,54,89,0.3%,36.1%,3.8%,0.0%,39.5%,7.7%,12.6%
4376,2019-20,17411,Issaquah School District,King,Discovery Elementary (Issaquah),Elementary,60.9,60.6,708,0,388,14,0,199,56,51,0.0%,54.8%,2.0%,0.0%,28.1%,7.9%,7.2%
4453,2019-20,17409,Tahoma School District,King,Glacier Park Elementary,Elementary,54.7,44.3,710,2,60,23,13,461,69,82,0.3%,8.5%,3.2%,1.8%,64.9%,9.7%,11.5%
3674,2019-20,17412,Shoreline School District,King,Albert Einstein Middle School,Middle,67.7,68.2,714,2,96,47,5,365,99,100,0.3%,13.4%,6.6%,0.7%,51.1%,13.9%,14.0%
3764,2019-20,17415,Kent School District,King,Meeker Middle School,Middle,78.4,77.7,714,1,225,114,21,147,63,143,0.1%,31.5%,16.0%,2.9%,20.6%,8.8%,20.0%
4415,2019-20,17409,Tahoma School District,King,Rock Creek Elementary,Elementary,53.8,36.6,719,0,70,15,8,471,76,79,0.0%,9.7%,2.1%,1.1%,65.5%,10.6%,11.0%
4327,2019-20,31016,Arlington School District,Snohomish,Eagle Creek Elementary,Elementary,39,45.4,720,7,5,1,0,549,45,113,1.0%,0.7%,0.1%,0.0%,76.3%,6.3%,15.7%
4256,2019-20,17414,Lake Washington School District,King,Alcott Elementary,Elementary,47,56.7,720,0,498,3,0,158,24,37,0.0%,69.2%,0.4%,0.0%,21.9%,3.3%,5.1%
4017,2019-20,17417,Northshore School District,King,Canyon Creek Elementary,Elementary,66.4,66.7,722,1,220,20,0,341,60,80,0.1%,30.5%,2.8%,0.0%,47.2%,8.3%,11.1%
5457,2019-20,17410,Snoqualmie Valley School District,King,Timber Ridge Elementary School,Elementary,55.9,#N/A,724,1,134,7,0,452,74,56,0.1%,18.5%,1.0%,0.0%,62.4%,10.2%,7.7%
4520,2019-20,17415,Kent School District,King,Kent Elementary School,Elementary,71.5,60.6,724,1,70,106,45,91,67,344,0.1%,9.7%,14.6%,6.2%,12.6%,9.3%,47.5%
5056,2019-20,17411,Issaquah School District,King,Grand Ridge Elementary,Elementary,62.5,62.6,726,0,284,14,0,335,59,34,0.0%,39.1%,1.9%,0.0%,46.1%,8.1%,4.7%
4436,2019-20,31016,Arlington School District,Snohomish,Kent Prairie Elementary,Elementary,42.5,38,727,4,10,2,7,538,69,97,0.6%,1.4%,0.3%,1.0%,74.0%,9.5%,13.3%
3098,2019-20,17401,Highline School District,King,Chinook Middle School (Highline),Middle,75.4,71.3,727,0,107,162,60,82,31,285,0.0%,14.7%,22.3%,8.3%,11.3%,4.3%,39.2%
5175,2019-20,17001,Seattle School District #1,King,Hazel Wolf K-8,Elementary Middle,57.3,54.2,730,2,62,57,4,457,89,59,0.3%,8.5%,7.8%,0.5%,62.6%,12.2%,8.1%
3440,2019-20,17411,Issaquah School District,King,Briarwood Elementary,Elementary,58.4,57.8,730,2,167,10,2,432,58,59,0.3%,22.9%,1.4%,0.3%,59.2%,7.9%,8.1%
3333,2019-20,17401,Highline School District,King,Pacific Middle School,Middle,76.5,74.9,731,5,89,118,47,138,52,282,0.7%,12.2%,16.1%,6.4%,18.9%,7.1%,38.6%
5201,2019-20,17411,Issaquah School District,King,Creekside Elementary,Elementary,62,55.7,733,2,247,8,0,371,59,46,0.3%,33.7%,1.1%,0.0%,50.6%,8.0%,6.3%
3586,2019-20,17403,Renton School District,King,Maplewood Heights Elementary School,Elementary,71.9,73.2,736,1,254,26,1,256,69,129,0.1%,34.5%,3.5%,0.1%,34.8%,9.4%,17.5%
5490,2019-20,17409,Tahoma School District,King,Tahoma Elementary,Elementary,37.9,#N/A,743,2,12,7,15,578,67,62,0.3%,1.6%,0.9%,2.0%,77.8%,9.0%,8.3%
4318,2019-20,17407,Riverview School District,King,Tolt Middle School,Middle,40.5,36.1,744,4,27,4,0,561,37,111,0.5%,3.6%,0.5%,0.0%,75.4%,5.0%,14.9%
3958,2019-20,17412,Shoreline School District,King,Meridian Park Elementary School,Elementary,71.7,70.5,747,1,129,69,3,340,95,110,0.1%,17.3%,9.2%,0.4%,45.5%,12.7%,14.7%
2364,2019-20,31002,Everett School District,Snohomish,North Middle School,Middle,65.4,62.4,749,7,36,26,32,373,53,222,0.9%,4.8%,3.5%,4.3%,49.8%,7.1%,29.6%
4019,2019-20,31006,Mukilteo School District,Snohomish,Sno-Isle Skills Center,High,50.8,#N/A,751,11,22,16,3,501,43,155,1.5%,2.9%,2.1%,0.4%,66.7%,5.7%,20.6%
3431,2019-20,17210,Federal Way School District,King,Totem Middle School (Federal Way),Middle,76.4,74.3,755,4,111,149,44,92,62,293,0.5%,14.7%,19.7%,5.8%,12.2%,8.2%,38.8%
3327,2019-20,17001,Seattle School District #1,King,Rainier Beach High School,High,70.3,66.8,755,5,202,332,17,24,54,121,0.7%,26.8%,44.0%,2.3%,3.2%,7.2%,16.0%
4356,2019-20,17415,Kent School District,King,Neely O Brien Elementary School,Elementary,77.8,77.4,763,4,121,204,49,87,52,246,0.5%,15.9%,26.7%,6.4%,11.4%,6.8%,32.2%
3345,2019-20,17417,Northshore School District,King,Kenmore Junior High,Middle,65.1,54.5,771,1,99,30,1,409,79,152,0.1%,12.8%,3.9%,0.1%,53.0%,10.2%,19.7%
2885,2019-20,31004,Lake Stevens School District,Snohomish,Hillcrest Elementary School,Elementary,52.4,52.5,774,1,39,28,2,513,70,121,0.1%,5.0%,3.6%,0.3%,66.3%,9.0%,15.6%
1777,2019-20,31103,Monroe School District,Snohomish,Sky Valley Education Center,Other,33.2,25.3,775,0,7,4,1,626,71,65,0.0%,0.9%,0.5%,0.1%,80.8%,9.2%,8.4%
